id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
23934000,173362161,Brooklyn,Flatbush,40.64293,-73.96863,Private room,2,51,3.29,6,176,50
20087455,142812843,Manhattan,East Harlem,40.78958,-73.93791999999999,Private room,1,10,0.43,2,0,85
15219855,10920393,Manhattan,Greenwich Village,40.73506,-73.99203,Entire home/apt,2,5,0.15,1,0,275
4708609,19972390,Brooklyn,Greenpoint,40.73262,-73.95795,Private room,1,24,0.44,1,157,55
13358265,60380241,Manhattan,Upper West Side,40.778,-73.97912,Entire home/apt,2,117,3.24,1,34,200
15328237,47617616,Queens,Long Island City,40.74569,-73.94684000000001,Private room,4,10,0.33,1,70,105
14024257,14399467,Manhattan,Nolita,40.72203,-73.99498,Private room,4,6,0.18,2,0,320
22124086,47423579,Brooklyn,Flatbush,40.64366,-73.95794000000001,Shared room,2,1,0.05,1,0,45
25742944,17254282,Manhattan,Upper East Side,40.78133,-73.95198,Entire home/apt,2,3,0.23,1,0,220
23541451,5047156,Brooklyn,East New York,40.66072,-73.87638000000001,Entire home/apt,6,30,1.84,1,0,75
19348139,24806534,Brooklyn,Fort Greene,40.68287,-73.97117,Private room,3,1,0.04,1,0,130
22119375,63935474,Brooklyn,Bedford-Stuyvesant,40.69538,-73.94657,Private room,2,4,0.21,1,0,35
1808550,7557833,Brooklyn,Bedford-Stuyvesant,40.69096,-73.94613000000001,Private room,7,30,0.43,5,216,75
27163003,103681571,Brooklyn,Bedford-Stuyvesant,40.69149,-73.96043,Private room,2,5,0.48,1,2,60
20914216,85722766,Brooklyn,Williamsburg,40.71317,-73.94518000000001,Entire home/apt,2,5,0.23,1,157,90
3549798,6309019,Brooklyn,Williamsburg,40.71474,-73.95662,Entire home/apt,2,175,2.93,1,303,200
20674176,133130315,Manhattan,Hell's Kitchen,40.76506,-73.98567,Private room,3,6,0.41,6,225,70
34907584,232410,Manhattan,Washington Heights,40.83903,-73.94588,Entire home/apt,2,2,1.4,1,321,125
9412522,48249473,Bronx,Kingsbridge,40.879,-73.90061999999999,Entire home/apt,1,8,0.22,2,354,189
25911322,144002200,Brooklyn,Gowanus,40.67087,-73.99305,Entire home/apt,2,7,0.74,1,7,75
27920036,32604201,Queens,Long Island City,40.75094,-73.93806,Entire home/apt,3,4,0.38,1,0,107
15492502,31627488,Brooklyn,Williamsburg,40.71923,-73.94258,Entire home/apt,1,86,2.59,1,192,70
27227655,205032591,Brooklyn,Bedford-Stuyvesant,40.68635,-73.94821,Private room,2,18,1.6,4,359,55
7956593,5555793,Brooklyn,Carroll Gardens,40.67857,-73.99485,Entire home/apt,3,3,0.06,2,0,140
17750513,121109701,Brooklyn,Williamsburg,40.70961,-73.94635,Private room,1,98,3.53,1,44,45
11552389,18002193,Manhattan,Hell's Kitchen,40.76035,-73.99051999999999,Entire home/apt,1,20,0.5,1,265,138
4047815,20988865,Queens,Jackson Heights,40.7517,-73.89478000000001,Entire home/apt,2,24,0.42,1,0,100
19843398,131647128,Manhattan,Upper West Side,40.77418,-73.98799,Entire home/apt,30,9,0.43,25,334,190
15177242,156959,Brooklyn,Carroll Gardens,40.68342,-73.9912,Private room,4,1,0.03,2,0,90
19471352,136607675,Brooklyn,Bedford-Stuyvesant,40.698440000000005,-73.93921,Private room,1,47,1.92,1,21,62
30066459,10273945,Manhattan,Morningside Heights,40.80741,-73.96658000000001,Entire home/apt,13,1,0.13,1,0,150
16260117,336228,Queens,Sunnyside,40.74673,-73.91564,Private room,1,2,0.09,1,0,95
1281023,6970732,Manhattan,East Harlem,40.78747,-73.95276,Private room,3,18,0.25,1,0,150
30539100,227915163,Brooklyn,Gowanus,40.66871,-73.99038,Entire home/apt,6,1,0.14,1,0,70
4387152,22262958,Brooklyn,Williamsburg,40.71142,-73.95535,Entire home/apt,3,87,1.63,1,302,160
29513249,222249366,Manhattan,Harlem,40.82267,-73.95044,Entire home/apt,3,1,0.12,1,0,80
4603012,45609,Brooklyn,Greenpoint,40.73132,-73.95831,Entire home/apt,15,22,0.39,1,0,149
2098817,2462590,Brooklyn,Bushwick,40.69067,-73.92206999999999,Entire home/apt,2,6,0.95,2,99,350
19779749,1877402,Manhattan,Harlem,40.8114,-73.95237,Private room,1,15,0.62,2,0,50
3652230,681225,Queens,Rockaway Beach,40.5903,-73.8143,Private room,2,36,0.74,1,365,113
1937226,8826175,Manhattan,Harlem,40.80874,-73.94756,Entire home/apt,3,177,2.62,3,165,174
4707159,529546,Manhattan,Hell's Kitchen,40.76689,-73.98612,Private room,1,1,0.02,2,0,125
33666119,51596474,Brooklyn,Bay Ridge,40.62329,-74.02136,Shared room,10,1,1.0,12,0,24
2644321,4294396,Manhattan,Morningside Heights,40.8098,-73.95721999999999,Entire home/apt,60,1,0.02,1,0,83
7621698,39978385,Queens,Astoria,40.76979,-73.92019,Entire home/apt,10,7,0.15,1,0,100
235951,1236070,Manhattan,Midtown,40.75348,-73.97065,Entire home/apt,30,136,1.45,1,120,190
2088725,10661536,Brooklyn,Gowanus,40.66983,-73.9904,Entire home/apt,4,52,0.8,1,147,124
33655084,47516406,Queens,Woodhaven,40.6898,-73.86077,Private room,7,3,1.2,2,360,45
21176110,48812051,Manhattan,Harlem,40.81042,-73.94717,Entire home/apt,4,5,0.26,1,0,120
748656,1687335,Queens,Flushing,40.76372,-73.79201,Shared room,5,2,0.08,1,0,108
690553,743742,Brooklyn,Williamsburg,40.7056,-73.94202,Entire home/apt,1,294,3.59,1,233,198
16650612,24805629,Manhattan,Hell's Kitchen,40.76486,-73.98682,Entire home/apt,2,6,0.2,1,0,200
13032261,57571805,Manhattan,Midtown,40.75315,-73.97339000000001,Entire home/apt,2,3,0.1,3,0,350
16555274,7229636,Bronx,Concourse,40.8262,-73.92557,Entire home/apt,4,84,2.87,1,93,150
24392740,110088704,Manhattan,Harlem,40.82244,-73.95262,Private room,1,28,1.91,1,21,60
7724865,36195153,Manhattan,Kips Bay,40.73999,-73.98122,Private room,3,174,3.66,1,194,175
17669480,112814443,Brooklyn,Bedford-Stuyvesant,40.68221,-73.94618,Entire home/apt,2,104,3.69,1,268,125
13545733,5677896,Manhattan,Inwood,40.86182,-73.93088,Private room,14,4,0.11,1,0,57
8691258,45632792,Manhattan,Theater District,40.7599,-73.98541999999999,Private room,1,1,0.02,2,0,200
11192547,58274544,Brooklyn,Crown Heights,40.67305,-73.94533,Private room,1,1,0.02,1,0,85
21962437,130149223,Brooklyn,Crown Heights,40.67163,-73.93399000000001,Private room,30,7,0.36,1,302,31
13963326,21408053,Manhattan,Harlem,40.82323,-73.9467,Private room,2,9,0.25,1,0,51
24718788,11966882,Manhattan,Kips Bay,40.73807,-73.98091,Entire home/apt,4,2,0.15,1,0,119
33833887,219517861,Manhattan,Financial District,40.70701,-74.01116999999999,Entire home/apt,2,1,0.68,327,357,228
23874777,12243051,Manhattan,Financial District,40.70852,-74.0062,Entire home/apt,29,1,0.71,96,332,187
6227871,36119,Brooklyn,Clinton Hill,40.68465,-73.96051,Entire home/apt,14,3,0.08,1,0,95
7431316,16617981,Manhattan,Washington Heights,40.83523,-73.9398,Private room,1,2,0.05,1,0,40
28919420,215588687,Brooklyn,Prospect-Lefferts Gardens,40.66061,-73.94712,Private room,2,2,0.74,6,364,40
8362098,2128335,Brooklyn,Sunset Park,40.66198,-73.99785,Entire home/apt,5,9,0.2,1,0,69
9348923,6264251,Brooklyn,Williamsburg,40.71968,-73.9602,Entire home/apt,2,24,0.56,1,0,110
11676984,62014546,Manhattan,Upper East Side,40.77654,-73.94904,Entire home/apt,1,141,3.54,1,262,165
34647032,259087876,Manhattan,Theater District,40.75896,-73.98216,Private room,1,5,3.49,7,63,91
17569080,42555896,Manhattan,Harlem,40.80063,-73.95223,Entire home/apt,30,3,0.27,1,327,200
19364229,4048704,Manhattan,Chelsea,40.7417,-74.00229,Private room,3,1,0.04,1,0,100
20886432,75458625,Queens,Sunnyside,40.74722,-73.9186,Private room,2,20,0.91,4,365,78
16055176,2407821,Manhattan,East Village,40.727540000000005,-73.98329,Entire home/apt,2,23,0.73,1,27,190
6574595,909577,Brooklyn,Williamsburg,40.71329,-73.96231999999999,Private room,1,2,0.06,3,346,199
31053180,3363749,Brooklyn,Williamsburg,40.70646,-73.94169000000001,Entire home/apt,6,2,0.45,3,242,189
19768417,40139382,Manhattan,Upper East Side,40.77275,-73.94917,Private room,4,1,0.06,1,0,70
18746696,1485117,Brooklyn,Greenpoint,40.72186,-73.94588,Entire home/apt,2,8,0.31,1,0,125
33558445,247185393,Manhattan,East Harlem,40.79491,-73.94162,Entire home/apt,3,7,2.33,1,307,400
31102915,232419771,Brooklyn,Midwood,40.61708,-73.95559,Entire home/apt,1,2,0.35,1,126,120
30733035,29245582,Manhattan,Harlem,40.8114,-73.9431,Entire home/apt,5,16,3.22,1,3,150
33399897,5144567,Manhattan,Financial District,40.7065,-74.00503,Private room,7,1,0.65,13,365,169
30155262,34508000,Queens,Rego Park,40.72276,-73.85683,Private room,1,6,0.79,1,0,40
24135740,177353847,Manhattan,East Village,40.72468,-73.98996,Entire home/apt,4,11,0.75,4,164,650
22613221,117195769,Queens,Astoria,40.76334,-73.90977,Private room,1,4,0.23,3,0,45
16394193,59338077,Queens,Ridgewood,40.70443,-73.90656,Private room,1,2,0.07,1,0,45
31145652,23155661,Manhattan,Upper East Side,40.77711,-73.95059,Entire home/apt,6,1,0.16,1,39,219
30914075,16333280,Brooklyn,Prospect Heights,40.67452,-73.96618000000001,Private room,2,4,0.65,1,0,55
4588273,1500858,Manhattan,Upper West Side,40.77926,-73.97877,Entire home/apt,30,7,0.13,1,173,225
29550259,222430446,Manhattan,East Village,40.7229,-73.98698,Private room,1,44,5.59,2,4,89
8100914,20739852,Manhattan,Upper West Side,40.79494,-73.97221,Entire home/apt,1,2,0.04,1,0,168
11257497,56066134,Manhattan,Washington Heights,40.85585,-73.93741,Entire home/apt,5,2,0.05,1,0,125
23712143,161081229,Bronx,Morrisania,40.82434,-73.91377,Private room,2,80,5.01,2,291,40
28082095,135412962,Bronx,Mott Haven,40.80769,-73.91617,Entire home/apt,1,38,3.68,1,349,130
9382719,8237570,Brooklyn,Williamsburg,40.71801,-73.9526,Entire home/apt,1,23,0.52,2,364,375
8326753,34934128,Manhattan,Theater District,40.76095,-73.98668,Private room,2,3,0.08,1,0,150
34115136,219517861,Manhattan,Financial District,40.70756,-74.01229000000001,Entire home/apt,2,3,3.0,327,302,210
20919726,10220753,Brooklyn,Sunset Park,40.65027,-74.01101,Private room,1,35,1.6,2,59,79
20014141,54498900,Manhattan,Upper West Side,40.79271,-73.97272,Entire home/apt,7,4,0.17,1,0,170
28204876,118410907,Brooklyn,Bensonhurst,40.60644,-73.99135,Entire home/apt,1,39,3.77,1,362,88
13360068,26928086,Manhattan,Upper East Side,40.77928,-73.94861999999999,Entire home/apt,2,6,0.17,1,0,140
7264263,5030772,Manhattan,Upper East Side,40.77258,-73.95213000000001,Entire home/apt,1,13,0.27,1,0,120
1591811,8265050,Brooklyn,Williamsburg,40.71188,-73.95155,Entire home/apt,2,198,2.78,2,89,99
24179803,72882190,Manhattan,Chinatown,40.7147,-73.99868000000001,Entire home/apt,7,2,0.2,1,178,300
22267217,105061915,Manhattan,East Harlem,40.80279,-73.9445,Private room,1,13,0.72,2,6,43
23483525,175311339,Queens,Jackson Heights,40.75287,-73.86435,Private room,2,34,2.07,5,126,37
29963540,52357574,Brooklyn,Bushwick,40.6988,-73.91388,Private room,1,2,0.27,1,0,85
28988684,71157443,Brooklyn,Bushwick,40.6911,-73.90942,Private room,1,2,0.25,1,29,90
444171,2206506,Brooklyn,Bedford-Stuyvesant,40.68813,-73.92817,Entire home/apt,7,7,0.1,2,303,189
3613161,11976676,Manhattan,Harlem,40.80465,-73.95365,Entire home/apt,3,24,0.49,1,0,139
29144832,214270886,Manhattan,Midtown,40.75138,-73.98143,Entire home/apt,1,10,1.15,1,0,300
6970965,36551297,Queens,Astoria,40.76194,-73.91881,Private room,2,8,0.16,1,0,70
17731335,120906593,Queens,Astoria,40.76121,-73.92341,Private room,2,40,1.46,1,67,60
33514118,30870512,Queens,Elmhurst,40.72688,-73.87861,Private room,1,6,2.34,1,36,38
29518861,14061862,Brooklyn,Bedford-Stuyvesant,40.69816,-73.94703,Private room,2,20,2.64,3,332,55
35650240,8518298,Brooklyn,Williamsburg,40.70924,-73.95208000000001,Private room,2,3,3.0,1,29,57
25639737,137191484,Manhattan,Hell's Kitchen,40.76362,-73.98546,Private room,1,40,3.05,5,346,99
22745460,32304780,Manhattan,Harlem,40.823890000000006,-73.95014,Private room,30,5,0.32,3,332,48
1831227,6499364,Manhattan,Harlem,40.80964,-73.94098000000001,Entire home/apt,4,35,0.52,1,16,149
1378165,7465509,Brooklyn,Bedford-Stuyvesant,40.68732,-73.93004,Private room,7,2,1.0,1,14,67
33155086,190643075,Brooklyn,Bay Ridge,40.63015,-74.02305,Entire home/apt,6,1,0.94,1,0,90
11077282,38068387,Brooklyn,Clinton Hill,40.69308,-73.96649000000001,Entire home/apt,2,58,1.49,4,1,207
16256074,44707475,Brooklyn,Williamsburg,40.71396,-73.93952,Private room,7,5,0.16,1,0,35
27502928,25357997,Manhattan,East Village,40.72691,-73.98423000000001,Entire home/apt,2,1,0.09,1,0,149
14404240,88400958,Queens,Forest Hills,40.71741,-73.8333,Private room,2,78,2.22,1,0,58
27034834,17477908,Manhattan,Upper West Side,40.79473,-73.96744,Entire home/apt,30,2,0.19,10,365,350
16490732,107933494,Brooklyn,Park Slope,40.66763,-73.97485999999999,Entire home/apt,3,17,0.6,2,309,260
30348624,227872371,Queens,Springfield Gardens,40.66272,-73.76849,Entire home/apt,1,88,12.05,2,253,89
3248671,6032480,Brooklyn,Williamsburg,40.71207,-73.95076999999999,Private room,2,152,2.5,2,80,65
8151536,24982391,Brooklyn,Williamsburg,40.71248,-73.96379,Private room,1,5,0.11,1,0,90
16337106,105394139,Bronx,Fordham,40.87093,-73.8934,Private room,3,84,2.74,4,75,58
27257929,189646908,Brooklyn,Williamsburg,40.70757,-73.94466,Private room,2,23,2.18,3,365,86
17459791,12588825,Manhattan,Upper West Side,40.79358,-73.97452,Private room,4,3,0.11,1,0,175
7480066,4336763,Brooklyn,Gowanus,40.6798,-73.98231,Entire home/apt,1,4,0.08,1,0,130
24251311,41361010,Manhattan,West Village,40.73333,-74.0052,Entire home/apt,2,8,0.81,1,199,300
794567,4103779,Brooklyn,Prospect-Lefferts Gardens,40.65586,-73.95953,Private room,3,62,0.8,1,247,82
32349835,78258843,Brooklyn,Bay Ridge,40.62955,-74.02429000000001,Private room,6,3,0.82,1,62,40
9366053,258409,Brooklyn,Bushwick,40.701,-73.91593,Private room,3,6,0.32,1,0,90
25716221,2736762,Manhattan,Chelsea,40.7406,-74.00433000000001,Entire home/apt,3,3,0.24,1,0,225
16107664,40744019,Manhattan,Chelsea,40.74694,-73.99728,Entire home/apt,1,158,5.08,1,173,181
21739781,45044964,Queens,Queens Village,40.72417,-73.76053,Private room,1,15,1.14,2,349,65
24348514,96694697,Brooklyn,Sheepshead Bay,40.60759,-73.96023000000001,Private room,2,11,0.77,2,156,65
20356917,145199414,Manhattan,Harlem,40.80041,-73.95401,Private room,1,68,2.97,1,330,70
4227554,21941065,Queens,Woodside,40.7426,-73.90706,Entire home/apt,3,124,2.2,1,305,195
890839,831185,Brooklyn,Crown Heights,40.68015,-73.96299,Entire home/apt,2,8,0.11,3,365,295
16428383,45247495,Bronx,Fieldston,40.892790000000005,-73.89945999999999,Entire home/apt,6,8,0.32,1,250,135
29149612,21030441,Queens,Astoria,40.76836,-73.91506,Private room,2,20,3.24,1,282,87
27394897,206313609,Brooklyn,Bensonhurst,40.60569,-73.99823,Entire home/apt,3,24,2.22,2,96,113
26201442,63600861,Manhattan,Harlem,40.80036,-73.95433,Private room,3,50,4.07,1,7,90
32350835,137358866,Queens,Sunnyside,40.74658,-73.92007,Private room,30,1,0.38,103,0,42
7630422,37138251,Manhattan,Upper West Side,40.78733,-73.97364,Entire home/apt,1,161,3.39,1,347,230
25161242,150773114,Queens,Middle Village,40.71893,-73.8761,Entire home/apt,1,110,8.27,1,174,86
1520806,347642,Brooklyn,Bedford-Stuyvesant,40.68084,-73.92804,Entire home/apt,3,134,2.0,3,209,170
294490,417504,Brooklyn,Greenpoint,40.73857,-73.95299,Entire home/apt,3,54,0.61,28,60,199
6085932,1211856,Brooklyn,Prospect-Lefferts Gardens,40.6586,-73.96104,Private room,3,4,0.22,1,331,80
7573321,1242357,Manhattan,Upper West Side,40.79397,-73.97376,Entire home/apt,3,1,0.02,1,0,175
12344456,40040638,Brooklyn,Park Slope,40.67522,-73.98063,Entire home/apt,1,67,1.77,1,264,132
13757434,46644337,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94100999999999,Entire home/apt,2,113,3.08,3,262,90
14707466,1705071,Queens,Long Island City,40.74493,-73.94679000000001,Private room,1,86,2.63,2,337,75
3703805,6932160,Brooklyn,Crown Heights,40.66935,-73.9485,Private room,5,27,0.7,1,365,99
15798969,58390804,Brooklyn,Flatbush,40.6459,-73.9642,Entire home/apt,3,64,2.07,1,277,153
34446327,140823633,Manhattan,Midtown,40.76208,-73.97171999999999,Entire home/apt,2,4,2.22,1,263,750
4966559,25602663,Queens,Long Island City,40.75202,-73.93588000000001,Shared room,4,1,0.11,2,1,65
3826908,19691070,Queens,Long Island City,40.74622,-73.94277,Private room,1,39,0.83,1,297,79
22542091,2339049,Brooklyn,Bushwick,40.6987,-73.93776,Private room,2,85,4.65,2,128,75
28584877,92733485,Brooklyn,Downtown Brooklyn,40.69164,-73.99055,Private room,1,5,0.54,1,0,50
35040098,62560525,Manhattan,East Harlem,40.78766,-73.9423,Entire home/apt,3,2,2.0,1,26,134
9075249,7019923,Brooklyn,Clinton Hill,40.69161,-73.96571999999999,Private room,30,8,0.18,1,18,65
9685104,46846064,Manhattan,Roosevelt Island,40.76359,-73.94981999999999,Private room,3,32,0.9,2,0,85
28340136,213111794,Queens,Laurelton,40.68013,-73.74734000000001,Private room,1,3,0.33,4,180,180
3209980,16264357,Manhattan,East Village,40.7215,-73.97747,Private room,5,142,2.3,1,80,85
4614146,4293340,Manhattan,East Village,40.72764,-73.98748,Private room,2,2,0.1,1,0,79
4000133,20738908,Brooklyn,Flatbush,40.64119,-73.96295,Private room,2,4,0.07,1,0,50
21966351,159091490,Brooklyn,Gowanus,40.6779,-73.98459,Private room,1,38,2.85,17,337,139
16279328,1154016,Brooklyn,Greenpoint,40.72287,-73.94135,Entire home/apt,5,13,0.48,1,159,135
33804180,163169045,Staten Island,Prince's Bay,40.52293,-74.21238000000001,Entire home/apt,2,8,3.33,1,66,85
15787037,83627325,Queens,Sunnyside,40.74481,-73.91671,Private room,1,3,0.12,4,365,139
28661704,216235179,Brooklyn,Bushwick,40.70082,-73.91859000000001,Private room,30,2,0.47,17,319,50
29907852,224885898,Brooklyn,Bedford-Stuyvesant,40.68135,-73.92121999999999,Entire home/apt,3,10,1.6,1,361,125
30369652,93717558,Manhattan,Upper West Side,40.78687,-73.97189,Entire home/apt,2,17,2.64,1,27,175
24515198,185189643,Queens,Sunnyside,40.7461,-73.91983,Private room,3,79,5.44,1,84,75
24473606,3469364,Manhattan,NoHo,40.72547,-73.99284,Entire home/apt,10,1,0.64,1,57,185
25503149,57783233,Queens,East Elmhurst,40.757670000000005,-73.89299,Entire home/apt,1,2,0.16,1,0,50
1664209,1253125,Manhattan,SoHo,40.72047,-74.00049,Entire home/apt,2,6,0.51,1,5,275
20801754,6383939,Queens,Astoria,40.76304,-73.90785,Private room,21,9,0.56,1,58,45
27279645,137274917,Manhattan,Hell's Kitchen,40.76037,-73.9917,Private room,1,63,5.71,12,267,110
1037016,237477,Brooklyn,Williamsburg,40.718,-73.96603,Private room,5,8,0.11,1,0,90
34017043,219517861,Manhattan,Financial District,40.70776,-74.01169,Entire home/apt,2,6,3.0,327,328,396
13941210,17452232,Queens,Ditmars Steinway,40.77121,-73.9171,Entire home/apt,2,9,0.26,1,0,70
32293598,42427156,Queens,Astoria,40.76624,-73.91475,Entire home/apt,3,18,4.29,1,0,89
29940344,1678050,Manhattan,Murray Hill,40.74938,-73.9802,Entire home/apt,60,2,0.29,2,0,200
34948476,194673800,Queens,East Elmhurst,40.7655,-73.88217,Entire home/apt,1,8,5.45,1,49,80
18076816,20600569,Manhattan,Roosevelt Island,40.76213,-73.94971,Private room,2,97,3.57,2,142,100
21139788,17344471,Brooklyn,Williamsburg,40.71655,-73.94162,Private room,1,28,1.35,2,0,85
14466193,17466612,Brooklyn,Bensonhurst,40.60909,-73.9769,Private room,2,14,0.44,2,82,65
13300059,36478779,Brooklyn,Prospect-Lefferts Gardens,40.66071,-73.9558,Entire home/apt,3,98,2.71,1,94,94
3225975,16329859,Brooklyn,Gowanus,40.68338,-73.98926999999999,Entire home/apt,6,34,0.56,1,1,400
30130572,2557167,Bronx,Claremont Village,40.834990000000005,-73.91003,Private room,3,19,2.59,1,109,75
6625406,23527094,Brooklyn,Williamsburg,40.711870000000005,-73.96342,Private room,1,11,0.33,1,154,85
16814803,23878336,Bronx,Fordham,40.86925,-73.89534,Private room,3,101,3.43,10,83,60
21513143,70035028,Queens,Ridgewood,40.70341,-73.89624,Private room,2,39,1.91,1,231,48
34199411,161324994,Manhattan,Upper East Side,40.76514,-73.96176,Private room,30,1,0.79,6,43,38
14577930,10549144,Manhattan,Upper West Side,40.80065,-73.96944,Entire home/apt,5,18,0.58,2,96,225
15615535,74815132,Manhattan,Upper West Side,40.78825,-73.97231,Entire home/apt,5,5,0.16,1,0,115
35224560,163421878,Queens,Sunnyside,40.7439,-73.91409,Private room,1,1,0.81,3,302,55
34156292,257888723,Manhattan,Upper East Side,40.78563,-73.95396,Entire home/apt,4,2,2.0,1,297,250
21172762,33975562,Manhattan,Hell's Kitchen,40.75684,-73.99465,Private room,1,133,6.23,2,67,114
12421102,3518697,Brooklyn,Crown Heights,40.67634,-73.96177,Entire home/apt,1,1,0.03,1,188,150
19850113,14898658,Brooklyn,Kensington,40.64242,-73.98138,Private room,1,22,0.96,11,7,45
3209866,16258619,Brooklyn,Fort Greene,40.69802,-73.97614,Private room,3,1,0.02,1,365,120
25588085,158399244,Brooklyn,Crown Heights,40.6708,-73.94011,Entire home/apt,1,52,4.07,4,110,159
15085833,5525273,Manhattan,Harlem,40.80466,-73.95581999999999,Entire home/apt,3,1,0.03,1,364,399
7769946,40863179,Brooklyn,Fort Greene,40.68504,-73.9696,Entire home/apt,7,43,1.2,1,53,150
33472677,57158173,Brooklyn,Midwood,40.61186,-73.96955,Private room,3,1,1.0,1,0,38
1128681,302772,Manhattan,Lower East Side,40.71446,-73.98833,Private room,3,29,0.48,2,339,115
13857312,12485770,Manhattan,East Village,40.729,-73.98098,Entire home/apt,30,6,0.24,9,150,125
770960,4067211,Brooklyn,Prospect Heights,40.67453,-73.96759,Entire home/apt,3,13,0.16,1,0,155
5803,9744,Brooklyn,South Slope,40.66829,-73.98779,Private room,4,167,1.34,3,314,89
16488787,108272855,Brooklyn,Sunset Park,40.64212,-74.00259,Entire home/apt,2,108,3.52,1,144,90
13926549,82719112,Manhattan,Upper West Side,40.78296,-73.97743,Entire home/apt,1,1,0.03,1,0,250
10068269,51664119,Brooklyn,Williamsburg,40.71274,-73.94513,Private room,2,1,0.02,1,0,130
26743342,119669058,Brooklyn,Bedford-Stuyvesant,40.69396,-73.95578,Shared room,1,16,1.34,34,346,35
7699516,40443551,Manhattan,Washington Heights,40.8508,-73.94004,Entire home/apt,1,1,0.02,1,0,112
23479042,4243971,Brooklyn,Prospect-Lefferts Gardens,40.65891,-73.95886999999999,Entire home/apt,2,68,4.27,2,32,150
26606845,50756378,Staten Island,Clifton,40.61543,-74.08513,Entire home/apt,2,5,0.43,7,312,100
29906273,53443367,Manhattan,Chelsea,40.74333,-74.00106,Entire home/apt,1,8,1.22,1,0,175
30651057,48146336,Manhattan,Hell's Kitchen,40.76157,-73.99358000000001,Entire home/apt,30,1,0.2,20,331,190
9676482,9966670,Brooklyn,Bedford-Stuyvesant,40.68986,-73.95891999999999,Entire home/apt,3,42,0.98,1,226,125
1474980,823392,Manhattan,East Village,40.72247,-73.97946999999999,Private room,12,11,0.16,1,21,73
15178929,53309031,Manhattan,East Harlem,40.79528,-73.94418,Entire home/apt,2,38,1.28,1,0,93
10460113,16480700,Manhattan,Harlem,40.82021,-73.95307,Private room,1,80,2.29,7,55,87
15971308,1301576,Manhattan,East Harlem,40.80604,-73.94233,Private room,3,97,3.07,2,14,85
4178152,17462748,Brooklyn,Crown Heights,40.675990000000006,-73.93995,Private room,5,108,2.14,5,129,77
9792323,1475015,Manhattan,Midtown,40.75185,-73.97001,Entire home/apt,30,3,0.09,52,331,83
34778518,262244457,Manhattan,Upper East Side,40.77064,-73.95606,Entire home/apt,1,7,4.47,1,188,250
24970249,12931469,Staten Island,Great Kills,40.54901,-74.142,Private room,2,4,0.29,3,86,120
21695292,14603774,Manhattan,East Village,40.73281,-73.9899,Entire home/apt,1,1,0.05,1,0,225
18922939,15553988,Manhattan,Harlem,40.82843,-73.94672,Entire home/apt,3,4,0.16,1,0,100
1703834,8136206,Brooklyn,Prospect-Lefferts Gardens,40.65763,-73.96029,Private room,2,108,1.61,2,296,64
6302423,31913986,Manhattan,West Village,40.73318,-74.00745,Entire home/apt,3,62,1.23,1,350,245
667549,3377231,Brooklyn,Flatbush,40.64895,-73.95758000000001,Entire home/apt,4,15,0.18,1,365,140
34622597,24482415,Brooklyn,Bay Ridge,40.63275,-74.02946,Private room,7,2,1.4,1,1,35
28345080,214029598,Manhattan,Stuyvesant Town,40.73389,-73.98016,Private room,3,3,0.33,1,0,120
20420311,64097020,Brooklyn,Bushwick,40.68513,-73.90987,Private room,2,38,1.66,1,0,50
5115372,26432133,Queens,East Elmhurst,40.763740000000006,-73.87103,Private room,1,430,13.45,5,347,54
28720687,213208277,Brooklyn,Borough Park,40.642140000000005,-73.99237,Shared room,5,7,0.78,8,365,31
34702046,257683179,Queens,Flushing,40.75019,-73.81435,Private room,1,1,1.0,6,83,45
2984662,15179425,Brooklyn,Brooklyn Heights,40.69443,-73.99068,Entire home/apt,2,10,0.16,1,0,150
21407514,154842298,Manhattan,East Village,40.7266,-73.984,Entire home/apt,3,2,0.11,1,0,195
4885975,21817218,Manhattan,Midtown,40.75163,-73.9722,Private room,7,27,0.5,1,35,90
34707625,261779182,Brooklyn,Red Hook,40.67522,-74.01139,Shared room,1,1,1.0,2,179,38
4644828,805843,Brooklyn,Williamsburg,40.71745,-73.95961,Entire home/apt,2,5,0.12,1,0,175
32661706,139306955,Queens,Forest Hills,40.7164,-73.83501,Entire home/apt,5,3,0.99,1,75,150
18188738,27403581,Manhattan,Harlem,40.82665,-73.94669,Shared room,2,52,1.95,1,194,49
8467862,35302724,Manhattan,Tribeca,40.71924,-74.01165,Private room,2,2,0.04,1,0,127
26330526,198018391,Manhattan,Harlem,40.82235,-73.94846,Entire home/apt,2,27,2.26,2,180,250
15597266,97536353,Queens,Arverne,40.59055,-73.79281,Private room,1,5,0.16,2,158,60
23879156,179387087,Brooklyn,Bedford-Stuyvesant,40.67936,-73.9072,Private room,2,41,2.59,3,0,40
11190303,35672187,Manhattan,East Village,40.72196,-73.98345,Private room,2,36,1.18,1,51,108
21211369,4457116,Brooklyn,Crown Heights,40.66541,-73.95736,Entire home/apt,1,29,1.72,1,123,475
25625417,21061846,Queens,Ridgewood,40.69943,-73.90711999999999,Private room,2,13,0.99,1,0,40
19158672,56342503,Manhattan,Hell's Kitchen,40.7694,-73.98736,Entire home/apt,4,3,0.13,1,0,280
